Job.ID,Provider,Status,Slug,Title,Position,Company,City,State.Name,State.Code,Address,Latitude,Longitude,Industry,Job.Description,Requirements,Salary,Listing.Start,Listing.End,Employment.Type,Education.Required,Created.At,Updated.At
137095,2,open,plainfield-il-bmo-harris-bank-service-representative-pt-38-plainfield,Service Representative-PT 38-Plainfield @ BMO Harris Bank,Service Representative-PT 38-Plainfield,BMO Harris Bank,Plainfield,Illinois,IL,NA,41.60843,-88.21267,NA,"* As a high performing team member of BMO Harris Bank, the Service Representative (Teller) is accountable for delivering superior customer service that defines great customer experience, in performing a variety of basic banking services. The Service Representative is also accountable for referring prospects to Personal Bankers and other banking groups to deliver clarity (simplicity, guidance, and know-how) to our customers.* Service Representatives count, sort and package currency and coin quickly and accurately. Balance assigned cash drawer in accordance to Bank directives. Exhibit effective follow through and ownership in every customer interaction. Provide training to new Service Representative, as applicable. Handling of special services, such as foreign money and collections. Accept and process customer transactions accurately and timely.* Provide professional, courteous and friendly customer service, greeting all customers promptly and pleasantly. Ensure name tags and dates are always displayed. Support professional bank image by ensuring care for the branch environment and appearance of the branch as well as personal appearance. Perform other administrative tasks as needed. Attend all branch meetings.* Identifies customer needs and matches needs with appropriate product or service, utilizing opportunities to suggest or cross-sell other bank products and services. Makes qualified referrals to other team members including other lines of business. Meets or exceeds all personal referral goals as defined. Participates in all training relative to bank products and services. Supports bank's community involvement and participates in community activities as required.* Identifies risks associated with regulatory compliance, overdraft authority and bank secrecy act. Adheres to all bank policies, directives and procedures. Ensures all required documentation is completed for all transactions. Ensures all security measures are followed. Manages and adheres to cash drawer limits set by the bank. Knowledge Preferred:* 1 year of cash handling or customer service experience* High school diploma or equivalent Skills:* Ability to develop customer relationships. * Ability to make sound transactional decisions to ensure policies and directives are met. * Ability to accurately understand and respond appropriately when interacting with customers, co-workers and management. * Ability to take responsibility for personal performance and developmentPART TIME 38 HOURS MONDAY-FRIDAY 8-6; SATURDAY 8-2At BMO Harris Bank, we have been helping our customers and communities for over 130 years. Working with us means being part of a team of talented, passionate individuals with a shared focus on working together to deliver great customer experiences. We stand behind your success with the support you need to turn your potential into performance.To find out more visit our website at www.bmoharris.com/careers.BMO Harris Bank is committed to an inclusive, equitable and accessible workplace. We are an Equal Opportunity Employer. By embracing diversity, we gain strength through our people and our perspectives. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability or veteran status.",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-06 04:39:38 UTC,2014-12-06 04:39:38 UTC
137096,2,open,plainfield-il-bmo-harris-bank-service-representative-pt-20-plainfield,Service Representative-PT 20-Plainfield @ BMO Harris Bank,Service Representative-PT 20-Plainfield,BMO Harris Bank,Plainfield,Illinois,IL,NA,41.60843,-88.21267,NA,"* As a high performing team member of BMO Harris Bank, the Service Representative (Teller) is accountable for delivering superior customer service that defines great customer experience, in performing a variety of basic banking services. The Service Representative is also accountable for referring prospects to Personal Bankers and other banking groups to deliver clarity (simplicity, guidance, and know-how) to our customers.* Service Representatives count, sort and package currency and coin quickly and accurately. Balance assigned cash drawer in accordance to Bank directives. Exhibit effective follow through and ownership in every customer interaction. Provide training to new Service Representative, as applicable. Handling of special services, such as foreign money and collections. Accept and process customer transactions accurately and timely.* Provide professional, courteous and friendly customer service, greeting all customers promptly and pleasantly. Ensure name tags and dates are always displayed. Support professional bank image by ensuring care for the branch environment and appearance of the branch as well as personal appearance. Perform other administrative tasks as needed. Attend all branch meetings.* Identifies customer needs and matches needs with appropriate product or service, utilizing opportunities to suggest or cross-sell other bank products and services. Makes qualified referrals to other team members including other lines of business. Meets or exceeds all personal referral goals as defined. Participates in all training relative to bank products and services. Supports bank's community involvement and participates in community activities as required.* Identifies risks associated with regulatory compliance, overdraft authority and bank secrecy act. Adheres to all bank policies, directives and procedures. Ensures all required documentation is completed for all transactions. Ensures all security measures are followed. Manages and adheres to cash drawer limits set by the bank.Knowledge Preferred:* 1 year of cash handling or customer service experience* High school diploma or equivalentSkills:* Ability to develop customer relationships. * Ability to make sound transactional decisions to ensure policies and directives are met. * Ability to accurately understand and respond appropriately when interacting with customers, co-workers and management. * Ability to take responsibility for personal performance and development.PART TIME 20 HOURS MONDAY-FRIDAY 8-6; SATURDAY 8-2At BMO Harris Bank, we have been helping our customers and communities for over 130 years. Working with us means being part of a team of talented, passionate individuals with a shared focus on working together to deliver great customer experiences. We stand behind your success with the support you need to turn your potential into performance.To find out more visit our website at www.bmoharris.com/careers.BMO Harris Bank is committed to an inclusive, equitable and accessible workplace. We are an Equal Opportunity Employer. By embracing diversity, we gain strength through our people and our perspectives. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability or veteran status.",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-06 04:39:39 UTC,2014-12-06 04:39:39 UTC
137097,2,open,bloomington-mn-macy-s-retail-support-pricing-team-lead-part-time-bloomington-mn-macy-s-mall-of-america,"Retail Support - Pricing Team Lead, Part Time: Bloomington, MN - Macyƒ??s Mall Of America @ Macy's","Retail Support - Pricing Team Lead, Part Time: Bloomington, MN - Macyƒ??s Mall Of America",Macy's,Bloomington,Minnesota,MN,NA,44.844,-93.2391,NA,"JOB OVERVIEW:
The Pricing Team Lead is responsible for supervising a team of associates in accomplishing the price change activities for promotional and clearance events in the entire store. Performs other duties as assigned.

The summary below may not include all the essential functions and qualifications for this position. For more information, we encourage you to review the complete job description by clicking here.

ESSENTIAL FUNCTIONS:
- Coordinate and oversee the timely execution of price changes for the entire store

- Recruit, train, motivate, and develop Pricing Associates to their fullest potential through coaching and feedback to increase productivity and efficiency

- Ensure that all policies, procedures, and standards are understood and followed by Pricing Associates

- Conduct random price audits to ensure selling price is correctly reflected on the merchandise; participate in physical inventory process

- Provide feedback or call the Price Change Hotline on pricing issues such as pricing errors and ticketing errors

- Regular, dependable attendance and punctuality

QUALIFICATIONS:

Education/Experience: No specific educational accomplishments are

necessary. Previous experience in a support role is

preferred. Previous supervisory experience preferred.

Communication Skills: Effective written and verbal skills, ability to interpret

instructional documents such as safety rules, operating

and maintenance instructions, and procedure manuals.

Excellent written and verbal communication skills.

Mathematical Skills: Basic math functions such as addition, subtraction,

multiplication, and division. Able to use a calculator.

Physical Demands: This position requires constant moving and standing.

Must be able to stand for at least two consecutive

hours. Must be able to lift at least 30 lbs. May

occasionally be required to reach, stoop, kneel,

crouch, and climb ladders. May have to reach above

eye level. Involves close vision, color vision, depth

perception, and focus adjustment.

Other skills: Strong organizational skills. Able to multitask in a fast-

paced environment. Able to empower and develop a

team. Ability to collaborate and function as a member

of a team. Must possess a strong sense of urgency.

Should be comfortable with the use of computers and

frequent use of RF equipment.

Work Hours: Flexible with scheduling and available to work retail

hours, which may include day, evening, weekends,

and/or holidays.

This job description is not all inclusive. In addition, Macy's, Inc. reserves the right to amend this job description at any time. Macy's, Inc. is an Equal Opportunity Employer, committed to a diverse and inclusive work environment.",NA,NA,12/5/2014,1/4/2015,Seasonal/Temp,Not Specified,2014-12-06 04:39:39 UTC,2014-12-06 04:39:39 UTC
137098,2,open,batavia-il-bmo-harris-bank-service-representative-pt-25-30-batavia,Service Representative - PT 25-30-Batavia @ BMO Harris Bank,Service Representative - PT 25-30-Batavia,BMO Harris Bank,Batavia,Illinois,IL,NA,41.84999,-88.30933,NA,"* As a high performing team member of BMO Harris Bank, the Service Representative (Teller) is accountable for delivering superior customer service that defines great customer experience, in performing a variety of basic banking services. The Service Representative is also accountable for referring prospects to Personal Bankers and other banking groups to deliver clarity (simplicity, guidance, and know-how) to our customers.* Service Representatives count, sort and package currency and coin quickly and accurately. Balance assigned cash drawer in accordance to Bank directives. Exhibit effective follow through and ownership in every customer interaction. Provide training to new Service Representative, as applicable. Handling of special services, such as foreign money and collections. Accept and process customer transactions accurately and timely.* Provide professional, courteous and friendly customer service, greeting all customers promptly and pleasantly. Ensure name tags and dates are always displayed. Support professional bank image by ensuring care for the branch environment and appearance of the branch as well as personal appearance. Perform other administrative tasks as needed. Attend all branch meetings.* Identifies customer needs and matches needs with appropriate product or service, utilizing opportunities to suggest or cross-sell other bank products and services. Makes qualified referrals to other team members including other lines of business. Meets or exceeds all personal referral goals as defined. Participates in all training relative to bank products and services. Supports bank's community involvement and participates in community activities as required.* Identifies risks associated with regulatory compliance, overdraft authority and bank secrecy act. Adheres to all bank policies, directives and procedures. Ensures all required documentation is completed for all transactions. Ensures all security measures are followed. Manages and adheres to cash drawer limits set by the bank.Knowledge Preferred:* 1 year of cash handling or customer service experience* High school diploma or equivalentSkills:* Ability to develop customer relationships. * Ability to make sound transactional decisions to ensure policies and directives are met. * Ability to accurately understand and respond appropriately when interacting with customers, co-workers and management. * Ability to take responsibility for personal performance and development.PART TIME 25-30 HOURS MONDAY-FRIDAY 8-6; SATURDAY 8-2 At BMO Harris Bank, we have been helping our customers and communities for over 130 years. Working with us means being part of a team of talented, passionate individuals with a shared focus on working together to deliver great customer experiences. We stand behind your success with the support you need to turn your potential into performance.To find out more visit our website at www.bmoharris.com/careers.BMO Harris Bank is committed to an inclusive, equitable and accessible workplace. We are an Equal Opportunity Employer. By embracing diversity, we gain strength through our people and our perspectives. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability or veteran status.",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-06 04:39:40 UTC,2014-12-06 04:39:40 UTC
137099,2,open,columbus-oh-stna,STNA,STNA,NA,Columbus,Ohio,OH,NA,39.96196,-83.00298,NA,"Bryden Place, located in Columbus, OH is accepting applications for STNA&rsquo;s PRN !&nbsp; Excellent opportunity to earn some extra holiday cash!!&nbsp;&nbsp;If you are looking to work in an environment that gives excellent care with teamwork send resume or apply at:
&nbsp;
Kim Krack, Human Resources
1169 Bryden Road
Columbus, OH&nbsp; 43205
[Click Here to Email Your Resum??]",NA,NA,12/5/2014,1/4/2015,Per Diem,Not Specified,2014-12-06 04:39:41 UTC,2014-12-06 04:39:41 UTC
137100,2,open,villa-park-il-bmo-harris-bank-service-representative-pt-20-villa-park,Service Representative -PT 20-Villa Park @ BMO Harris Bank,Service Representative -PT 20-Villa Park,BMO Harris Bank,Villa Park,Illinois,IL,NA,41.88929,-87.9791,NA,"* As a high performing team member of BMO Harris Bank, the Service Representative (Teller) is accountable for delivering superior customer service that defines great customer experience, in performing a variety of basic banking services. The Service Representative is also accountable for referring prospects to Personal Bankers and other banking groups to deliver clarity (simplicity, guidance, and know-how) to our customers.* Service Representatives count, sort and package currency and coin quickly and accurately. Balance assigned cash drawer in accordance to Bank directives. Exhibit effective follow through and ownership in every customer interaction. Provide training to new Service Representative, as applicable. Handling of special services, such as foreign money and collections. Accept and process customer transactions accurately and timely.* Provide professional, courteous and friendly customer service, greeting all customers promptly and pleasantly. Ensure name tags and dates are always displayed. Support professional bank image by ensuring care for the branch environment and appearance of the branch as well as personal appearance. Perform other administrative tasks as needed. Attend all branch meetings.* Identifies customer needs and matches needs with appropriate product or service, utilizing opportunities to suggest or cross-sell other bank products and services. Makes qualified referrals to other team members including other lines of business. Meets or exceeds all personal referral goals as defined. Participates in all training relative to bank products and services. Supports bank's community involvement and participates in community activities as required.* Identifies risks associated with regulatory compliance, overdraft authority and bank secrecy act. Adheres to all bank policies, directives and procedures. Ensures all required documentation is completed for all transactions. Ensures all security measures are followed. Manages and adheres to cash drawer limits set by the bank.Knowledge Preferred:* 1 year of cash handling or customer service experience* High school diploma or equivalentSkills:* Ability to develop customer relationships. * Ability to make sound transactional decisions to ensure policies and directives are met. * Ability to accurately understand and respond appropriately when interacting with customers, co-workers and management. * Ability to take responsibility for personal performance and development.PART TIME 20 HOURS MONDAY - FRIDAY 7-7; SATURDAY 7-1At BMO Harris Bank, we have been helping our customers and communities for over 130 years. Working with us means being part of a team of talented, passionate individuals with a shared focus on working together to deliver great customer experiences. We stand behind your success with the support you need to turn your potential into performance.To find out more visit our website at www.bmoharris.com/careers.BMO Harris Bank is committed to an inclusive, equitable and accessible workplace. We are an Equal Opportunity Employer. By embracing diversity, we gain strength through our people and our perspectives. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability or veteran status.",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-06 04:39:42 UTC,2014-12-06 04:39:42 UTC
137101,2,open,cincinnati-oh-shoe-show-inc-dba-shoe-dept-retail-management-keyholder,"Retail Management (Keyholder) @ SHOE SHOW, INC., dba SHOE DEPT.",Retail Management (Keyholder),"SHOE SHOW, INC., dba SHOE DEPT.",Cincinnati,Ohio,OH,NA,39.10661,-84.50455,NA,"Management (Keyholder) Position is available with a&nbsp;local shoe store, SHOE DEPT., in Cincinnati, OH, at Northgate Mall.
Exciting career opportunity. Retail experience preferred.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 


EOE M/F 



Shoe Show, Inc. is an American footwear retailer based in
Concord, North Carolina. It operates shoe stores throughout the United States under
the brands SHOE SHOW, SHOE DEPT., SHOE DEPT. ENCORE, Shoebilee! and Burlington
Shoes.

&nbsp;Founded in
1960 in Kannapolis, NC, the success of SHOE SHOW, INC. has been based on a
simple formula of providing quality products, service and values. 

Over the past fifty-plus years SHOE SHOW, INC. has continued to grow. Currently
the company has over 1100 stores in 38 states.


",NA,NA,12/5/2014,1/4/2015,Full-Time/Part-Time,Not Specified,2014-12-06 04:39:43 UTC,2014-12-06 04:39:43 UTC
137102,2,open,chandler-az-denny-s-restaurant-servers-wanted-business-is-booming,Servers Wanted-Business is Booming @ Denny's Restaurant,Servers Wanted-Business is Booming,Denny's Restaurant,Chandler,Arizona,AZ,NA,33.2772,-111.9255,NA,"Looking for experienced servers with reliable transportation living in the East Valley.&nbsp; We're fast paced, extra busy with great customers who appreciate knowledgeable and timely service.&nbsp; Our restaurants are upbeat, team oriented and offer a positive working environment.&nbsp; Your commitment will translate into GREAT tips and earning potential.&nbsp; 1 year&nbsp; of experience in a&nbsp;family dining restaurant. &nbsp;Please apply in person at 7400 W. Chandler, Blvd., Chandler, AZ.; 1750 W. Chandler Blvd., Chandler, AZ and 1661&nbsp;E. Warner Road, Gilbert, AZ.&nbsp; We pay competitive wages with timely performance reviews. &nbsp;",NA,NA,12/5/2014,1/4/2015,Full-Time/Part-Time,Not Specified,2014-12-06 04:39:44 UTC,2014-12-06 04:39:44 UTC
137104,2,open,phoenix-az-mondelez-international-sales-nabisco-part-time-merchandiser-west-phoenix-az-234,"Nabisco Part Time Merchandiser - West Phoenix, AZ 234 @ Mondelez International-Sales","Nabisco Part Time Merchandiser - West Phoenix, AZ 234",Mondelez International-Sales,Phoenix,Arizona,AZ,NA,33.4507,-112.0684,NA,"Mondel?z International is a whole new company that has been reimagined with a single focus in mind: create delicious moments of joy by sharing the worldƒ??s favorite brands. Launched on Oct. 1, 2012, and employing around 100,000 people around the world, Mondel?z International comprises the global snacking and food brands of the former Kraft Foods Inc.  While Mondel?z International is new, our brands are as diverse and rich with heritage as the 170 countries in which our products are marketed. As the worldƒ??s pre-eminent maker of snacks, Mondel?z International has leading shares in every category and every region of the world in which it competes. The company holds the No. 1 position globally in Biscuits, Chocolate, Candy and Powdered Beverages as well as the No. 2 position in Gum and Coffee.  Mondel?z Internationalƒ??s portfolio includes several billion-dollar brands such as Nabisco, Oreo and LU biscuits, Cadbury and Milka chocolate, Jacobs coffee, Tang powdered beverages and Trident gums. Mondel?z International has annual revenue of approximately $36 billion and operations in more than 80 countries.   Primary Role: ?ÿ The Mondel?z International Sales Service Representative (SSR) role is designed to build a world class Direct Store Delivery (DSD) business at the retail level by properly fulfilling the merchandising needs of the customer. The SSR is responsible primarily, though not exclusively, for merchandising Nabisco and Cadbury brands.?ÿ Areas of focus will include full shelf conditions, neatly merchandised displays and shelves, building display point of sale in all areas of store, properly rotated product and accurate price tags / point of sale in all departments. A major objective of this role is to establish and maintain rapport with key store individuals while providing outstanding customer service.?ÿThis role will be responsible for maintaining a timely and accurate call schedule.?ÿFurther, this role will be responsible for identifying and communicating individual store problems and opportunities to the appropriate Mondel?z personnel.?ÿ   Key Competencies: ƒ?›?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ Ability to perform hard work in a fast-pace work environment and meet the defined physical activities (frequent lifting, bending, and carrying up to 25 lbs., occasionally over 50 lbs., pushing, pulling, etc.)while adhering to the safety expectations and processes ƒ?›?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ Planning and organizing skills ƒ?›?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ Effective communication skills ƒ?›?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ Creativity ƒ?›?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ Flexibility ƒ?›?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ Detail-oriented ƒ?›?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ Problem solving skills ƒ?›?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ Computer literate (Microsoft Office, Internet and Cellular/Wireless devices)   ",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-06 04:39:46 UTC,2014-12-06 04:39:46 UTC
137105,2,open,federal-way-wa-catholic-health-initiatives-registered-nurse-family-birth-center-75fte-60hrs-7p-730a-st-francis-hospital-21186,Registered Nurse - Family Birth Center .75FTE (60hrs) 7p-730a St Francis Hospital (21186) @ Catholic Health Initiatives,Registered Nurse - Family Birth Center .75FTE (60hrs) 7p-730a St Francis Hospital (21186),Catholic Health Initiatives,Federal Way,Washington,WA,NA,47.3008,-122.32946,NA,"?ÿJob Summary:?ÿ 


This job is responsible for directing and coordinating members of the care team, focusing on the provision of individualized quality patient care consistent with organizational standards.?ÿ Develops the patient plan of care in partnership with physicians, interdisciplinary teams, and patient/family. This position is responsible for serving as the primary Registered Nurse delivering care to post-partum women and normal newborns who are admitted to the Family Birth Center.?ÿ?ÿ?ÿ ?ÿ
Essential Duties:

Manages and coordinates the care of patients in a defined care delivery model, utilizing the nursing process, which includes assessment, planning, implementation and evaluation. 
Supervises and/or provides all nursing care provided to an assigned patient population. Any delegated care is based on the abilities and limitations of care personnel and patient acuity. Continually monitors the performance of the team members reporting to the RN and adjusts the delivery of care or clinical technique appropriate to the patient. 
Collaborates and communicates effectively with the interdisciplinary team. 
Accountable for patient/family education in collaboration with interdisciplinary care team and patient/family. 
Documents nursing care and patient status in accordance with the nursing process and standards of care. 
Provides a safe environment and promotes quality patient care through adherence to established standards. 
Identifies opportunities for and participates in performance improvement activities. 
Demonstrates competent professional practice, and engages in opportunities for professional growth. 
Contributes to the productivity and professional environment of the department. 
Assesses and cares for post-partum and newborn patients. 
Identifies and provides appropriate interventions to mothers with post-partum complications. 
Provides support and education to breast-feeding mothers. 
Identifies full-term infants at risk for complications and provides appropriate care to the full-term infant with complications.",NA,NA,12/5/2014,1/4/2015,Part-Time,Associate Degree,2014-12-06 04:39:47 UTC,2014-12-06 04:39:47 UTC
137107,2,open,kearney-ne-catholic-health-initiatives-recovery-specialist-behavioral-health-youth-unit-part-time-days,Recovery Specialist - Behavioral Health Youth Unit - Part-time/Days @ Catholic Health Initiatives,Recovery Specialist - Behavioral Health Youth Unit - Part-time/Days,Catholic Health Initiatives,Kearney,Nebraska,NE,NA,40.70047,-99.08369,NA,"Job Summary:?ÿ

Under the direction of a registered nurse and/or licensed practical nurse, and/or licensed mental health practitioner and/or activity therapist, promotes and maintains a therapeutic milieu for the patient.?ÿ Contributes to the assessments, plan of care, interventions, evaluations and documentation of the patient's treatment plan

Essential Duties:

Assumes personal responsibility for professional development, practice, and education.?ÿ Maintains a professional and safe work environment. 
Contributes to the planning, implementation, evaluation and revision of the interdisciplinary plan of care, goals and interventions for all assigned patients. 
Performs and promotes safe, knowledgeable age-specific patient care in a holistic manner. 
Provides patient care, including psychotherapeutic recovery interventions and patient education as assigned. 
Performs value-added activities that result in positive financial performance and customer satisfaction. 
Performs other related duties as assigned or requested. 
",NA,NA,12/5/2014,1/4/2015,Part-Time,Bachelor's Degree,2014-12-06 04:39:49 UTC,2014-12-06 04:39:49 UTC
137108,2,open,mineola-ny-family-and-children-s-association-p-t-administrative-assistant,P/T Administrative Assistant @ Family and Children's Association,P/T Administrative Assistant,Family and Children's Association,Mineola,New York,NY,NA,40.7469,-73.6388,NA,"Family &amp; Children&rsquo;s Association is dedicated to protecting and strengthening Long
Island&rsquo;s most vulnerable children, seniors, families, and communities. We offer
assistance to those who are experiencing social, emotional, and economic
challenges.



Primary Responsibilities include:


Organize incoming
mail addressed to CFO and record deadline dates when necessary.
Contract
processing: compile documents for signature circulation to senior management
and/or Board Members; gather information requested for enclosures, and apply
NYS notarization stamping where necessary.&nbsp;

Work with
Contracts Supervisor to obtain all necessary paperwork and contract compliance
needs requested by the County and or State.
Fulfill all
internal/external requests that come into CFO office for tax exempt forms,
financial reports, IRS filings, NYS Charities Bureau, and County compliance. 
In connection
with the agency&rsquo;s annual audit, prepare necessary audit management
representation letters and audit-confirm letters.
Assist the Fiscal
Department with fiscal assignments, deadlines and administrative tasks.
Maintain and
organize CFO&rsquo;s office files.
Provide coverage
at main reception desk/switchboard during daily lunch breaks for receptionist
and whenever else assigned. 
Responsible for
kitchen maintenance when covering the front desk.
Open and sort all
incoming agency mail and distribute to personnel and take outgoing mail to
mailbox by 4:30 p.m.




Schedule:

Part-time, Monday through Friday 1pm-5pm

Benefits:
PTO-Paid Time off after 6 months of
employment.

",NA,NA,12/5/2014,1/4/2015,Part-Time,High School Diploma,2014-12-06 04:39:50 UTC,2014-12-23 13:19:34 UTC
137109,2,open,arnott-wi-ahmc-whiting-avenue-maintenance-person,Maintenance Person @ AHMC - Whiting Avenue,Maintenance Person,AHMC - Whiting Avenue,Arnott,Wisconsin,WI,NA,44.523,-89.5658,NA,"


Full Time or Part Time Basic Maintenance/Housekeeper needed in Stevens Point and Plover area. Self starter & great customer service skills a must.?ÿ


On-line employment applications can be found at www.AHMCproperties.com?ÿ Please email your interest to [Click Here to Email Your Resum??]?ÿ

",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-06 04:39:51 UTC,2014-12-06 04:39:51 UTC
137110,2,open,maplewood-mn-volunteers-of-america-national-services-receptionist-137110,Receptionist @ Volunteers of America National Services,Receptionist,Volunteers of America National Services,Maplewood,Minnesota,MN,NA,45.01048,-93.02098,NA,"About Volunteers of America of Minnesota


THIS IS A PAID POSITIONWITH A COMPREHENSIVE BENEFIT PACKAGE.


Volunteers of America of Minnesota is a non-profit organization that provides a wide variety of services to over 35,000 children and their families, school students, individuals with special needs of all ages, youth and adult ex-offenders and senior citizens each year. Volunteers of America of Minnesota seeks to empower program participants with the skills and competencies necessary for age appropriate independence and self-reliance. Volunteers of America of Minnesota is an Equal Opportunity Employer.


About This Position

The Homestead at Maplewood, an assisted living facility, is looking for a part-time receptionist to join our team!&nbsp; This position will be scheduled to work 2-3 evenings per week from 4:30pm-8:00pm and every other weekend.&nbsp; Weekend hours will be 8am-2pm or 2pm-8pm Saturday and Sunday (2 weekends per month).&nbsp; 

Job duties include:


 
    Assumes responsibility for designated clerical and receptionist duties.
    Receives incoming telephone calls, screens for correct transfer and connects with appropriate party.
    Greets and directs visitors; screens and directs salespersons as advised.
    Receives, sorts and forwards incoming mail; receives and routes package deliveries.
    Opens and routes A/P and A/R mail.
    Processes outgoing facility mail.
    Presents employment flyer with online application information to job applicants.
    Orders, stocks and maintains office supply storage area and copiers; calls for service when needed.
    Sells meal tickets to staff and visitors.
    Maintains resident Rolodex file and accurate resident information.
    Contacts fax, copier and other business office equipment vendors for service when needed.
    Assumes responsibility for facility typing.
    Files documents and reports as assigned.
    Creates and maintains facility calendar and newsletter.
    Gives tours to walk-in potential residents.
    
    &nbsp;
    
        
        
            &nbsp;
            Performs other duties or special assignments as directed by Executive Director",NA,NA,12/5/2014,1/4/2015,Part-Time,High School Diploma,2014-12-06 04:39:52 UTC,2014-12-06 04:39:52 UTC
137112,2,open,green-bay-wi-parallel-employment-group-appointment-setter,Appointment Setter @ Parallel Employment Group,Appointment Setter,Parallel Employment Group,Green Bay,Wisconsin,WI,NA,44.51279,-88.01016,NA,"Job is located in Appleton, WI.Parallel Employment Group is currently holding interviews for an appointment setter position located in Kaukauna. Position will be part time with the following set hours, Monday-Thursday 4PM-8PM, 11AM-6PM on Friday's and an optional shift on Saturday from 10AM-2PM. Position will be long term with the possibility of going full time, and temp to hire.",NA,NA,12/5/2014,1/4/2015,Part-Time,High School Diploma,2014-12-06 04:39:54 UTC,2014-12-06 04:39:54 UTC
137113,2,open,appleton-wi-parallel-employment-group-appointment-setter,Appointment Setter @ Parallel Employment Group,Appointment Setter,Parallel Employment Group,Appleton,Wisconsin,WI,NA,44.2689,-88.4426,NA,"Parallel Employment Group is currently holding interviews for an appointment setter position located in Kaukauna. Position will be part time with the following set hours, Monday-Thursday 4PM-8PM, 11AM-6PM on Friday's and an optional shift on Saturday from 10AM-2PM. Position will be long term with the possibility of going full time, and temp to hire.",NA,NA,12/5/2014,1/4/2015,Part-Time,High School Diploma,2014-12-06 04:39:55 UTC,2014-12-06 04:39:55 UTC
137114,2,open,norristown-pa-manpowergroup-inc-seasonal-positions-137114,Seasonal Positions @ ManpowerGroup Inc.,Seasonal Positions,ManpowerGroup Inc.,Norristown,Pennsylvania,PA,NA,40.1271,-75.3202,NA,"Manpower Staffing is excited to partner with local companies to staff their seasonal positions. We are currently hiring for the following positions:


    Package Handlers&nbsp;
    Driver Helpers


We have full time and part time positions available in King of Prussia, PA and Fort Washington, PA. If you are interested join us for our Open House as
&nbsp;follows:

Location:

Manpower Staffing
Northtowne Shopping Center
2868 Dekalb Pike
East Norriton, PA 19401
(610) 313-1401
[Click Here to Email Your Resum??]

Dates:



    Monday, December 8, 2014 1:00 PM -3:00 PM
    Wednesday, December 10, 2014 9:00 AM-12:00 PM





",NA,NA,12/5/2014,1/4/2015,Full-Time/Part-Time,High School Diploma,2014-12-06 04:39:56 UTC,2014-12-06 04:39:56 UTC
